times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
16	False	oceansdelight	oceansdelight:elder_guardian_roll / fugu_slice / cooked_stuffed_squid (high-effort, rare-ingredient seafood)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 16}	Elder guardian rolls are the kind of delicacy a coastal specialist can sell inland — seafood becomes a regional trade go
16	False	t_and_t	t_and_t villager variants (16 biome-specific village layouts each spawning villagers)	numismatics — village settlements as natural Numismatic trade hubs where coins circulate; village loot chests could seed coin starter packs	economy	M-21	REJECT	{'ACCEPT': 4, 'REJECT': 12}	every T&T village is a little market town; the Numismatic coin is the currency that moves between them — (provisional mo
16	False	vinery	vinery wines/ciders (finished effect-bearing bottles)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 9, 'REJECT': 7}	a wine merchant sells Vinery bottles at the Numismatics shop — luxury drinks fund your next airship run
15	False	handcrafted	handcrafted finished furniture sets (e.g. oak dining set: table + 4 chairs + shelf)	numismatics sell	economy	M-09	REJECT	{'REJECT': 14, 'ACCEPT': 1}	individual furniture items are everyday construction blocks not luxury consumables; a "furniture set" as a bundled trade
15	True	underground_village	Stoneholm villager trades (loot=yes, villagers spawned in underground settlements)	numismatics villager-trade seating	economy	M-21	REJECT	{'REJECT': 8, 'ACCEPT': 7}	M-21 is provisional and the maintainer leans no; Stoneholm's villagers are vanilla job-site holders — routing them to Nu
13	False	ars_nouveau	ars_nouveau:source_gem (magic currency)	numismatics vendor price	economy	M-09	REJECT	{'REJECT': 9, 'ACCEPT': 4}	source gems are the operational fuel of the magic system; pricing them as trade goods would incentivize selling them ins
13	False	beachparty	beachparty cocktails (coconut_cocktail, honey_cocktail, etc.)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 10, 'REJECT': 3}	a beach-bar entrepreneur mixes cocktails at the Palm Bar and sells them as luxury drinks — tropical specialization earns
13	False	spawn	spawn exotic catches (anglerfish, rare color-variant clams)	numismatics sell	economy	M-09	REJECT	{'ACCEPT': 6, 'REJECT': 7}	an anglerfish or iridescent clam sells to a dockside trader for a sprocket or two
13	True	tide	tide rare/biome-locked fish (abyss_angler, void fish, trophy catches)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 10, 'REJECT': 5}	A rare deep-sea catch is worth real coin — fishing specialization becomes a viable trade route, with biome-locked fish a
13	False	tide	tide rare/biome-locked fish (e.g. tide:abyss_angler, exotic species)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 12, 'REJECT': 1}	rare biome-locked fish are natural collectible sell goods — a fishing specialist can supply catches that landlocked play
12	True	cold_sweat	cold_sweat insulated armor (chameleon/hoglin/goat_fur gear)	numismatics sell	economy	M-09	REJECT	{'ACCEPT': 5, 'REJECT': 7}	crafted cold-climate kit is worth real coin to a crew-member setting out for frozen biomes — insulated gear is a special
12	True	createfood	createfood finished dishes (bacon_pizza, apple_cheesecake, milkshakes, pastries — multi-stage Create outputs)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 10, 'REJECT': 3}	a player specializing in Create bakery/kitchen chains produces surplus high-effort dishes that nobody else makes cheaply
12	True	smokeleafindustries	refined extracts / gummies (finished consumables)	numismatics sell / dealer-trade bridge	economy	M-09	ACCEPT	{'ACCEPT': 10, 'REJECT': 2}	the strain farm already has dealer/stoner village trades baked in — pricing the refined end-products (gummies, extracts)
11	False	create_factory	create_factory assembled sweets (waffles/rolls/caramel/honey apples)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 8, 'REJECT': 3}	a plate of honey waffles or caramel rolls sells for coin at the market stall — the sweet factory has a natural customer
11	False	smokeleafindustries	smokeleafindustries refined extracts / gummies (processed strain products)	numismatics sell (dealer/stoner trade → coin economy)	economy	M-09	ACCEPT	{'ACCEPT': 8, 'REJECT': 3}	a fully processed strain extract is exactly the kind of high-effort consumable the player-run coin economy wants — the g
11	False	trailandtales_delight	trailandtales_delight:cherry_cheese_pie / ancient_coffee / cheese_wheel (multi-step processed goods)	numismatics sell / price	economy	M-09	ACCEPT	{'ACCEPT': 7, 'REJECT': 4}	a cherry cheese pie or a pot of ancient coffee represents real craft investment — exactly the artisan luxury good Numism
10	False	betterdungeons	betterdungeons loot tables	bountiful:bountyboard decree targeting betterdungeons mob kills	economy	M-14	ACCEPT	{'ACCEPT': 7, 'REJECT': 4}	Bountiful Decrees pointing at Catacombs skeletons/zombies as kill objectives turns these dungeons into bounty-board targ
10	True	bountiful	bountiful reward pool (any bounty payout)	numismatics coin as configured reward output	economy	M-14	ACCEPT	{'ACCEPT': 8, 'REJECT': 2}	The bounty board pays out Numismatics coins instead of gold — every completed contract is a faucet into the player-run c
10	False	create_integrated_farming	roost eggs / feathers / duck/goose products	numismatics sell	economy	M-09	REJECT	{'REJECT': 7, 'ACCEPT': 3}	dossier flags this WEAK; bulk poultry products as coin-trade goods are low-value commodity trading — the M-09 "luxury go
10	False	createaddition	createaddition:seed_oil / bioethanol (crop-derived fuel)	createaddition:liquid_burning → numismatics sell	economy	M-09	REJECT	{'REJECT': 7, 'ACCEPT': 4}	seed_oil is a processing intermediate already bound to the energy loop (it burns for FE); selling it competes with using
10	False	farmersdelight	farmersdelight high-tier cooked dishes (roast, stew, pie)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 11}	a full roast or cabbage pie is a sellable luxury — the kitchen has a market
10	False	trailandtales_delight	trailandtales_delight:ancient_coffee / cherry_petal_tea	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 7, 'REJECT': 3}	ancient coffee and floral teas are archaeological curiosities with high cultural cachet — exactly the artisan drink good
9	True	alexsmobs	alexsmobs:ambergris	numismatics vendor/price	economy	M-09	ACCEPT	{'ACCEPT': 5, 'REJECT': 4}	ambergris is literally history's whale-derived luxury trade good (perfume base) — selling it for coin is the most *thema
9	False	bakery	bakery:strawberry_cake / chocolate_gateau / linzer_tart / apple_pie (finished luxury baked goods)	numismatics sell — high-effort multi-step confections are natural luxury trade goods	economy	M-09	ACCEPT	{'ACCEPT': 9}	a fresh-baked cake takes flour, fruit, sugar, and a stove pass — exactly the kind of high-effort consumable a Numismatic
9	False	cookingforblockheads	cookingforblockheads (food-recipe aggregation)	numismatics sell	economy	M-09	REJECT	{'REJECT': 8, 'ACCEPT': 1}	cookingforblockheads doesn't output novel goods — it surfaces other mods' food recipes; the economy hook belongs to bake
9	False	createfisheryindustry	createfisheryindustry seafood dishes (chowder, lobster soup, steaks)	numismatics sell/price table	economy	M-09	ACCEPT	{'ACCEPT': 6, 'REJECT': 3}	a dedicated fisher who runs bait traps and the peeler all day can sell cooked lobster and chowder as premium trade goods
9	False	endermoon	endermoon event	loot-table / bounty board during Ender Moon → numismatics coin	economy	M-14	ACCEPT	{'REJECT': 4, 'ACCEPT': 6}	M-14 is provisional (leans no per ledger caveat) and the weave is thin — a spawn-surge event is already covered by the m
9	False	naturalist	naturalist:venison / naturalist:bushmeat (cooked)	trade (numismatics sell — butcher-type price)	economy	M-09	ACCEPT	{'ACCEPT': 6, 'REJECT': 3}	hunters sell wild game at the market; venison fetches a coin or two from any player who can't farm it
9	False	underground_village	underground_village villager trades	trade (villager trade → numismatics)	economy	M-21	ACCEPT	{'ACCEPT': 5, 'REJECT': 4}	Stoneholm merchants naturally seat as economy-node traders
9	False	upgrade_aquatic	upgrade_aquatic cooked fish dishes (cooked_pike, cooked_perch, finished dishes)	recipe (numismatics sell-price)	economy	M-09	ACCEPT	{'ACCEPT': 7, 'REJECT': 2}	river/ocean fishers have a reliable sell-good, especially for lionfish which is an invasive catch — light economy anchor
9	False	valarian_conquest	valarian_conquest mercenary hire / faction citizen recruitment	numismatics coins as payment method	economy	M-09	ACCEPT	{'ACCEPT': 5, 'REJECT': 4}	Hiring mercenaries and recruiting citizens naturally costs coin — the faction war becomes a coin sink that makes the Num
9	False	valarian_conquest	valarian_conquest mercenary hire / citizen allegiance	numismatics coin payment (mercenary/bounty trade priced in coins)	economy	M-14	ACCEPT	{'ACCEPT': 9}	hiring a mercenary or pledging faction allegiance costs Numismatics coin — combat and faction politics slot cleanly into
8	False	alcohol_industry	alcohol_industry:beer / vodka / whiskey / tequila (bottled spirits, mid-effort Create output)	numismatics vendor price	economy	M-09	ACCEPT	{'ACCEPT': 7, 'REJECT': 1}	a crate of spirits is the distillery's export; the same Create chain that makes them ends at the vendor — the economy re
8	True	create_cheese	create_cheese aged cheeses (cheddar, brie, gouda, camembert…)	numismatics sell/trade	economy	M-09	ACCEPT	{'ACCEPT': 7, 'REJECT': 1}	Maturing takes real time (300–900 ticks behind the Cheese Cellar wait) — aged cheese is the textbook high-effort luxury 
8	True	createbigcannons	createbigcannons shells / munitions (finished war goods)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 5, 'REJECT': 3}	a cannon-focused specialist selling shells to the group's military buyers is a natural trade-guild driver — munitions ar
8	False	deeperdarker	deeperdarker:soul_dust / Otherside mob drops	numismatics sell	economy	M-09	REJECT	{'REJECT': 8}	soul materials are already strongly claimed by M-11 (spirit_fire → magic); routing them to economy as well spreads their
8	False	grimoireofgaia	grimoireofgaia mob-drop fragments (rings/dolls/rare drops)	loot-seed (boss loot tables)	economy	M-14	ACCEPT	{'ACCEPT': 8}	mini-boss busts and artifact rings are the kind of rare, distinctive loot that a bounty board should pay out for — "brin
8	True	immersive_armors	finished immersive_armors sets	numismatics sell	economy	M-09	REJECT	{'REJECT': 8}	Armor is kept, not sold — players rarely sell their active gear. A "sellable armor set" economy node is thin in practice
8	False	occultism	occultism:spirit_trade	trade (occultism:spirit_trade)	economy	M-09	ACCEPT	{'ACCEPT': 7, 'REJECT': 1}	Summoned trader spirits deal in otherworld reagents at coin value — binding demon commerce to the pack's trade pillar so
8	False	spawn	spawn:clam (various colour variants, obtained via casting_net_clam)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 8}	Coloured clam shells are rare enough to be a coastal specialty — a coastal-specialist crew member can sell premium shell
8	False	trailandtales_delight	trailandtales_delight:cheese_wheel / cherry_cheese_pie / ancient_coffee	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 8}	a hand-crafted cheese wheel or cherry cheese pie is a luxury food worth real coin at a colony market — multi-step archae
7	False	alexsmobs	alexsmobs mob drops (diverse set)	numismatics / bountiful board	economy	M-14	ACCEPT	{'ACCEPT': 5, 'REJECT': 2}	The animal kingdom is full of bounty board fodder — exotic drops (ambergris, bear dust, ender residue) fetch coin from t
7	False	appleseed	appleseed balanced-diet buffs (multi-group diet → buff that increases productivity)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 7}	A balanced diet yields productivity buffs — high-nutrition cooked meals (hitting 3+ groups) become premium trade goods t
7	True	bountiful	bounty reward payout	bountiful board → numismatics (set payout to numismatics:cog/spur, not gold)	economy	M-14	ACCEPT	{'ACCEPT': 7, 'REJECT': 1}	the bounty board is the pack's early money faucet — turning in a contract pays the pack's real currency, so Numismatics 
7	False	create_central_kitchen	create_central_kitchen automated feast/sandwich/pie (sequenced-assembly output)	numismatics sell (as luxury food good produced at scale by automation)	economy	M-09	ACCEPT	{'ACCEPT': 4, 'REJECT': 3}	The automated kitchen churns out pies by the batch — stack them in the market chest and sell the surplus for coin
7	False	ctov	ctov village loot tables (biome-themed settlements)	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 8}	finding a coin purse in a village chest is the natural entry point for Numismatics — players discover currency exists th
7	True	deeperdarker	deeperdarker soul materials	numismatics vendor/price	economy	M-09	REJECT	{'REJECT': 5, 'ACCEPT': 2}	redundant + weaker — soul matter's strong home is magic (M-11/M-19 above). Also selling raw dangerous-dimension drops fo
7	False	deeperdarker	deeperdarker:warden_carapace / sculk_bone	numismatics sell	economy	M-09	REJECT	{'REJECT': 6, 'ACCEPT': 1}	Otherside materials are already claimed for magic (M-11/M-02 above); giving them a coin route too creates a split-owners
7	False	dungeons-and-taverns-v4.4.4	tavern cartographer villager trade	numismatics / M-21	economy	M-21	REJECT	{'REJECT': 7}	M-21 is provisional and maintainer leans no; the tie-in is also indirect (vanilla emerald trades, not Numismatics direct
7	True	dungeons-and-taverns-v4.4.4	in-tavern cartographer villager trade	numismatics (coin-payout config or KubeJS trade swap)	economy	M-21	REJECT	{'REJECT': 7}	M-21 is provisional and the maintainer leans no; the cartographer trades emeralds (vanilla), so routing this to Numismat
7	False	illagerinvasion	illagerinvasion:hallowed_gem	`numismatics` bounty/sell (rare Invoker drop → high-value coin)	economy	M-14	ACCEPT	{'ACCEPT': 5, 'REJECT': 2}	A bounty board paying out for an Invoker kill (proven by the Hallowed Gem it drops) bridges the combat loop to the playe
7	False	northstar	northstar:advanced_circuit	numismatics sell (M-09)	economy	M-09	ACCEPT	{'ACCEPT': 5, 'REJECT': 2}	advanced circuits are expensive to fabricate (circuit engraver + deep chain); selling them to other players for coin mak
7	True	oceansdelight	oceansdelight elder_guardian_roll / fugu_slice (finished dishes)	numismatics vendor/price	economy	M-09	REJECT	{'ACCEPT': 2, 'REJECT': 5}	a coastal cook's showpieces — an elder-guardian roll costs a monument raid, fugu costs nerve — so they're high-effort lu
7	False	simplehats	simplehats rare hats (rarer grab-bag drops)	numismatics sell/trade table	economy	M-09	ACCEPT	{'ACCEPT': 6, 'REJECT': 1}	rare cosmetic hats become luxury vanity goods a player can buy or sell for coin — gives the coin economy a collectible/c
7	False	t_and_t	t_and_t conquered fort loot chests	bountiful Decree — a Decree targets t_and_t-style outpost/fort mobs (pillagers), rewarding coin for clearing them	economy	M-14	ACCEPT	{'ACCEPT': 6, 'REJECT': 1}	conquering a biome-variant outpost generates mob-kill bounties that pay in Numismatics coin — the exploration/combat loo
7	False	tacz	tacz:ammo / tacz:modern_kinetic_gun	numismatics trade/sell	economy	M-09	ACCEPT	{'ACCEPT': 7}	Ammo is the consumable coin-sink of PvPvE — players sell surplus guns and buy cartridges, making the combat economy run 
7	False	trading_floor	`trading_floor:trading_depot`	MineColonies merchant hall + Numismatics coin loop	economy	M-21	REJECT	{'REJECT': 6, 'ACCEPT': 1}	M-21 is provisional (maintainer leans no); the trading_floor→Numismatics link is strong mechanically but the villager-tr
6	False	chefsdelight	chefsdelight Cook/Chef villager meal sales (Roast Chicken, Honey Glazed Ham, FD feasts)	numismatics vendor price (KubeJS trade repricing)	economy	M-09	ACCEPT	{'ACCEPT': 6}	the village chef takes coins, not emeralds — the cook economy plugs into the pack's real currency instead of running on 
6	False	create_confectionery	create_confectionery chocolate/caramel bars (multi-step luxury processed good)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 4, 'REJECT': 2}	A chocolate bar is the textbook luxury good — grown (cocoa), crushed, mixed, molded; selling boxed confectionery is an o
6	False	createfisheryindustry	createfisheryindustry:seafood_chowder / createfisheryindustry:cooked_lobster / createfisheryindustry:cooked_cod_steak (high-effort processed seafood)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 5, 'REJECT': 1}	mechanical fishing → peeled steaks → chowder is a full automated processing chain; the output is a premium food that a s
6	False	createimmersivetacz	createimmersivetacz:gun_barrel / finished TACZ guns	numismatics sell/price (high-value crafted goods)	economy	M-09	ACCEPT	{'ACCEPT': 4, 'REJECT': 2}	a player who built the full brass-tier ammo chain can sell guns as well as ammo, tying military industry to the economy.
6	False	dndesires	dndesires milkshakes (chocolate_milkshake, glowberry_milkshake — processed food outputs of its fan/mixing chain)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 4, 'REJECT': 2}	A Create-processed milkshake is a specialty drink that no vanilla kitchen makes — a player running the hydraulic fan cha
6	False	dungeons-and-taverns-v4.4.4	dungeons-and-taverns in-tavern cartographer trade	villager trade (M-21 provisional)	economy	M-21	REJECT	{'REJECT': 5, 'ACCEPT': 1}	M-21 is provisional/leans-no; this is vanilla emerald trading, not Numismatics-native. The cartographer→map loop is self
6	False	hpm	hpm ships (finished vessels)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 4, 'REJECT': 2}	A finished cutter or raft is a luxury good — a shipwright sells them for a tidy stack of coins; naval craft as high-valu
6	False	immersive_armors	immersive_armors finished sets	numismatics sell	economy	M-09	REJECT	{'REJECT': 6}	Armor is kept by players, not sold — M-09 works for consumables (food, wine, cheese). A smith selling spare armor sets i
6	False	ribbits	ribbits Amethyst-Shard trade economy	trade (villager-equivalent)	economy	M-21	ACCEPT	{'ACCEPT': 6}	Ribbit merchants already trade in Amethyst Shards — bridging their currency to Numismatics (accept coin, or sell swamp g
6	False	sereneseasons	seasonal out-of-season produce (any crop grown off-season; scarce in winter)	numismatics M-09 sell — out-of-season crops command a trade premium in coin	economy	M-09	REJECT	{'ACCEPT': 2, 'REJECT': 4}	Winter strawberries are worth real coin to a crew that can't grow them; scarcity from the season system drives the marke
6	False	simplehats	simplehats grab-bags	loot-seed into bounty board	economy	M-14	REJECT	{'ACCEPT': 2, 'REJECT': 4}	collecting rare hats is a combat side-quest; a bounty board paying small coin per rare hat-scrap ties mob-fighting into 
6	False	sky_whale_ship	sky_whale_ship loot chests	numismatics coin drop	economy	M-09	REJECT	{'REJECT': 5, 'ACCEPT': 1}	coins-in-loot is logistically valid but weak as a second pillar — it adds to economy without giving sky_whale_ship any d
6	False	sky_whale_ship	sky_whale_ship loot	numismatics bounty (whale raid as a bounty target)	economy	M-14	REJECT	{'REJECT': 4, 'ACCEPT': 2}	The whale is a set-piece structure, not a mob — M-14 Bounty→drop economy is defined around mob drops paying coin. Applyi
6	False	tacz	tacz guns/ammo (scarce due to Create gating)	numismatics sell/bountiful board	economy	M-14	ACCEPT	{'ACCEPT': 5, 'REJECT': 1}	A bounty board paying coins for confirmed kills (or boss drops) with TACZ weapons threads combat into the economy — the 
5	False	aeronautics	aeronautics dyeable tires (cosmetic color variants via addon)	numismatics sell (M-09 — cosmetic tires as low-tier trade goods for vehicle customizers)	economy	M-09	REJECT	{'REJECT': 5}	cosmetic color variants as "luxury goods" sold via Numismatics is extremely thin — dyed tires are vehicle cosmetics, not
5	False	ars_nouveau	ars_nouveau spell scrolls / glyphs	numismatics sell	economy	M-09	REJECT	{'ACCEPT': 2, 'REJECT': 3}	a crafted spell scroll is a genuine luxury good — knowing a glyph took research and Source investment, selling it for co
5	False	born_in_chaos_v1	born_in_chaos_v1:dark_metal (boss-drop weapons / Soul Saber)	bountiful board + numismatics payout	economy	M-14	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	Bounty boards call for proof of the chaos incursions; dark metal blades and boss drops are the receipts, paying out coin
5	False	bountiful	bountiful:bounty (payout reward slot)	numismatics coin as the default bounty reward	economy	M-14	ACCEPT	{'ACCEPT': 5}	the bounty board pays out in Numismatics coin — Bountiful becomes the economy pillar's primary faucet and Numismatics ge
5	False	cataclysm	cataclysm boss-trophy drop	loot-seed (add numismatics coin payout to boss loot tables)	economy	M-14	ACCEPT	{'ACCEPT': 5}	Slaying the Leviathan drops a handful of high-denomination coins — the bounty economy pays out on the hardest kills.
5	False	charta	charta card-table game outcomes	event-hook → numismatics payout	economy	M-09	REJECT	{'REJECT': 3, 'ACCEPT': 2}	no-motif (wager mechanic doesn't map to M-09 or any current motif); delivery requires Charta API to expose win events, u
5	False	chefsdelight	Cook / Chef villager trades	numismatics sell (M-21 trade-seam)	economy	M-21	REJECT	{'ACCEPT': 2, 'REJECT': 3}	replacing emerald trades with Numismatics coin payments routes the village food economy into the pack's player-run curre
5	False	cold_sweat	cold_sweat:goat_fur / chameleon_molt / hoglin hide insulated armor	numismatics sell — insulated gear as a trade good for players equipping crews headed to winter/nether biomes	economy	M-09	ACCEPT	{'REJECT': 2, 'ACCEPT': 3}	insulated armor is personal protective gear (not a luxury consumable or processed good); selling it doesn't feel like a 
5	False	companions	companions:relic_gold (boss drop of the Sacred Pontiff)	numismatics vendor (sell for coin)	economy	M-09	ACCEPT	{'ACCEPT': 5}	a rare boss relic priced as a luxury collectible/currency good is a natural sell; endgame drops earning meaningful coin 
5	False	cookingforblockheads	cookingforblockheads:cooking_table (the hub block)	numismatics sell — kitchen blocks as a "luxury fit-out" trade good	economy	M-09	REJECT	{'REJECT': 5}	the kitchen blocks are convenience infrastructure, not consumable luxury goods; selling them doesn't make player sense (
5	False	create_better_villagers	create_better_villagers trades	villager trade → numismatics payout	economy	M-21	REJECT	{'ACCEPT': 2, 'REJECT': 4}	Re-denominating the Andesite/Brass/Copper Worker's trades into pack coins cements the Create-parts market inside the pla
5	True	create_central_kitchen	finished automated dish (feast output)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 4, 'REJECT': 1}	a mechanized kitchen cranking out pies and feasts is a natural merchant good — automate the cook, sell the surplus
5	False	create_enchantment_industry	create_enchantment_industry:experience_cake (a consumable XP food)	numismatics sell / M-09	economy	M-09	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	Experience cakes are a high-effort processed food; selling them to players who need XP for enchanting closes an economy 
5	False	dndesires	dndesires:rubber	numismatics sell	economy	M-09	REJECT	{'REJECT': 4, 'ACCEPT': 1}	Rubber is already accepted as a survival/Create intermediate; adding a coin route on top isn't the cleanest 2nd pillar —
5	False	exposure	exposure:photograph (developed, printed)	numismatics sell-good / colony deliverable	economy	M-09	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	a printed photograph of a rare biome, ship, or boss encounter is a genuine luxury good a player would trade — "captured 
5	False	formationsnether	formationsnether structure loot (altar/sanctuary chests)	loot-seed → numismatics coin	economy	M-14	ACCEPT	{'ACCEPT': 4, 'REJECT': 1}	Nether ruins are dangerous enough that finding sellable coin inside feels like earned reward — Nether raiders cash in on
5	False	minecolonies	minecolonies:apple_pie / baked_salmon / colony food outputs (c:foods/*)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 5}	colony workers produce food surpluses (apple_pie, baked_salmon, breads, soups) — listing these as priced sell goods at m
5	False	minecolonies_compatibility	minecolonies_compatibility colony food output (Cook uses FD cutting board)	chefsdelight/farmersdelight → numismatics trade	economy	M-09	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	Colony cooks (already using FD's cutting boards) produce surplus meals — those meals sell at the market for coin, making
5	False	mushroomquest	rare/mythical mushroom caps (endgame tier: agarikon, bay bolete, etc.)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	a specialist forager sells rare foraged caps as luxury goods — low-floor income, high ceiling on mythicals; coherent wit
5	False	oceansdelight	oceansdelight:fugu_slice / elder_guardian_roll	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 5}	Fugu and elder guardian rolls are high-effort, ocean-gated prestige foods; coastal specialists sell them inland for coin
5	False	simplehats	rare hats	numismatics sell (luxury cosmetic good)	economy	M-09	ACCEPT	{'ACCEPT': 5}	a rare hat tier (e.g. the amalgalich or boss-themed hat) can be priced on a Trading Floor stall — cosmetic vanity goods 
5	False	snowyspirit	snowyspirit:gingerbread_cookie / snowyspirit:candy_cane	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	Seasonal treats sell for a premium when they're out of season — gingerbread cookies are a winter luxury that the economy
5	False	underground_village	Stoneholm villager trades	bountiful board	economy	M-14	ACCEPT	{'ACCEPT': 4, 'REJECT': 1}	Stoneholm notice board offers coin bounties for clearing the tunnels nearby
5	False	valarian_conquest	valarian_conquest citizenship items + mercenary hire + faction trade	trade → numismatics — seat faction quartermaster NPC trades on Numismatics coins; hiring a mercenary costs coin, not emeralds	economy	M-21	ACCEPT	{'ACCEPT': 4, 'REJECT': 1}	mercenaries work for pay, not barter — faction warfare has an obvious monetary dimension; this is precisely the M-21 tra
4	False	aeronautics	aeronautics:levitite (via levitite_blend create:mixing → crystallization)	numismatics sell (levitite as traded bulk good)	economy	M-09	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	every ship needs levitite and only the zinc-rich region can mass-produce it — the aeronautics fleet runs on someone's ec
4	False	alexsmobs	alexsmobs rare drops (bear_fur, terrapin shell, caiman materials)	numismatics sell/price	economy	M-09	REJECT	{'ACCEPT': 1, 'REJECT': 3}	rare biome-specific creature drops as premium trade goods is natural — hunters specialize in biome-specific fauna and tr
4	False	astikorcartsredux	astikorcartsredux reaper crop harvest output (bulk crops)	numismatics vendor (sell bulk crops for coin)	economy	M-09	REJECT	{'ACCEPT': 1, 'REJECT': 3}	a draft-animal reaper can harvest a whole field in seconds — selling that surplus is the agrarian player's trade good, m
